"","Var1","Freq","speaker","pct"
"96","–",15,"Obama",0.00163309744148067
"97","back",15,"Obama",0.00163309744148067
"98","government",15,"Obama",0.00163309744148067
"99","groups",15,"Obama",0.00163309744148067
"100","men",15,"Obama",0.00163309744148067
"101","moments",15,"Obama",0.00163309744148067
"102","often",15,"Obama",0.00163309744148067
"103","rights",15,"Obama",0.00163309744148067
"104","americans",14,"Obama",0.0015242242787153
"105","challenges",14,"Obama",0.0015242242787153
"106","christian",14,"Obama",0.0015242242787153
"107","prayed",14,"Obama",0.0015242242787153
"108","prayers",14,"Obama",0.0015242242787153
"109","say",14,"Obama",0.0015242242787153
"110","something",14,"Obama",0.0015242242787153
"111","thought",14,"Obama",0.0015242242787153
"112","whether",14,"Obama",0.0015242242787153
"113","without",14,"Obama",0.0015242242787153
"114","find",13,"Obama",0.00141535111594992
"115","go",13,"Obama",0.00141535111594992
"116","grace",13,"Obama",0.00141535111594992
"117","michelle",13,"Obama",0.00141535111594992
"118","”",12,"Obama",0.00130647795318454
"119","across",12,"Obama",0.00130647795318454
"120","bless",12,"Obama",0.00130647795318454
"121","came",12,"Obama",0.00130647795318454
"122","extraordinary",12,"Obama",0.00130647795318454
"123","faithbased",12,"Obama",0.00130647795318454
"124","human",12,"Obama",0.00130647795318454
"125","keep",12,"Obama",0.00130647795318454
"126","last",12,"Obama",0.00130647795318454
"127","members",12,"Obama",0.00130647795318454
"128","peace",12,"Obama",0.00130647795318454
"129","purpose",12,"Obama",0.00130647795318454
"130","scripture",12,"Obama",0.00130647795318454
"131","seen",12,"Obama",0.00130647795318454
"132","strength",12,"Obama",0.00130647795318454
"133","think",12,"Obama",0.00130647795318454
"134","wonderful",12,"Obama",0.00130647795318454
"135","words",12,"Obama",0.00130647795318454
"136","year",12,"Obama",0.00130647795318454
"137","america",11,"Obama",0.00119760479041916
"138","ask",11,"Obama",0.00119760479041916
"139","beliefs",11,"Obama",0.00119760479041916
"140","better",11,"Obama",0.00119760479041916
"141","care",11,"Obama",0.00119760479041916
"142","christ",11,"Obama",0.00119760479041916
"143","friend",11,"Obama",0.00119760479041916
"144","hope",11,"Obama",0.00119760479041916
"145","king",11,"Obama",0.00119760479041916
"146","lincoln",11,"Obama",0.00119760479041916
"147","name",11,"Obama",0.00119760479041916
"148","part",11,"Obama",0.00119760479041916
"149","remember",11,"Obama",0.00119760479041916
"150","talk",11,"Obama",0.00119760479041916
"151","told",11,"Obama",0.00119760479041916
"152","war",11,"Obama",0.00119760479041916
"153","young",11,"Obama",0.00119760479041916
"154","alone",10,"Obama",0.00108873162765378
"155","best",10,"Obama",0.00108873162765378
"156","christians",10,"Obama",0.00108873162765378
"157","comes",10,"Obama",0.00108873162765378
"158","community",10,"Obama",0.00108873162765378
"159","courage",10,"Obama",0.00108873162765378
"160","days",10,"Obama",0.00108873162765378
"161","efforts",10,"Obama",0.00108873162765378
"162","im",10,"Obama",0.00108873162765378
"163","including",10,"Obama",0.00108873162765378
"164","jesus",10,"Obama",0.00108873162765378
"165","jewish",10,"Obama",0.00108873162765378
"166","join",10,"Obama",0.00108873162765378
"167","long",10,"Obama",0.00108873162765378
"168","meet",10,"Obama",0.00108873162765378
"169","person",10,"Obama",0.00108873162765378
"170","service",10,"Obama",0.00108873162765378
"171","sound",10,"Obama",0.00108873162765378
"172","surely",10,"Obama",0.00108873162765378
"173","take",10,"Obama",0.00108873162765378
"174","thats",10,"Obama",0.00108873162765378
"175","ways",10,"Obama",0.00108873162765378
"176","women",10,"Obama",0.00108873162765378
"177","among",9,"Obama",0.000979858464888405
"178","blessed",9,"Obama",0.000979858464888405
"179","called",9,"Obama",0.000979858464888405
"180","church",9,"Obama",0.000979858464888405
"181","churches",9,"Obama",0.000979858464888405
"182","civility",9,"Obama",0.000979858464888405
"183","dignity",9,"Obama",0.000979858464888405
"184","done",9,"Obama",0.000979858464888405
"185","everything",9,"Obama",0.000979858464888405
"186","families",9,"Obama",0.000979858464888405
"187","found",9,"Obama",0.000979858464888405
"188","free",9,"Obama",0.000979858464888405
"189","given",9,"Obama",0.000979858464888405
"190","group",9,"Obama",0.000979858464888405
"191","held",9,"Obama",0.000979858464888405
"192","justice",9,"Obama",0.000979858464888405
"193","led",9,"Obama",0.000979858464888405
"194","let’s",9,"Obama",0.000979858464888405
"195","little",9,"Obama",0.000979858464888405
"196","living",9,"Obama",0.000979858464888405
"197","making",9,"Obama",0.000979858464888405
"198","might",9,"Obama",0.000979858464888405
"199","mind",9,"Obama",0.000979858464888405
"200","never",9,"Obama",0.000979858464888405
"201","pastor",9,"Obama",0.000979858464888405
"202","place",9,"Obama",0.000979858464888405
"203","practice",9,"Obama",0.000979858464888405
"204","praying",9,"Obama",0.000979858464888405
"205","put",9,"Obama",0.000979858464888405
"206","share",9,"Obama",0.000979858464888405
"207","side",9,"Obama",0.000979858464888405
"208","state",9,"Obama",0.000979858464888405
"209","still",9,"Obama",0.000979858464888405
"210","things",9,"Obama",0.000979858464888405
"211","true",9,"Obama",0.000979858464888405
"212","whose",9,"Obama",0.000979858464888405
"213","wife",9,"Obama",0.000979858464888405
"214","working",9,"Obama",0.000979858464888405
"215","agree",8,"Obama",0.000870985302123027
"216","become",8,"Obama",0.000870985302123027
"217","begin",8,"Obama",0.000870985302123027
"218","can’t",8,"Obama",0.000870985302123027
"219","certainly",8,"Obama",0.000870985302123027
"220","child",8,"Obama",0.000870985302123027
"221","compassion",8,"Obama",0.000870985302123027
"222","continue",8,"Obama",0.000870985302123027
"223","countries",8,"Obama",0.000870985302123027
"224","dr",8,"Obama",0.000870985302123027
"225","earth",8,"Obama",0.000870985302123027
"226","ever",8,"Obama",0.000870985302123027
"227","everybody",8,"Obama",0.000870985302123027
"228","fact",8,"Obama",0.000870985302123027
"229","far",8,"Obama",0.000870985302123027
"230","felt",8,"Obama",0.000870985302123027
"231","full",8,"Obama",0.000870985302123027
"232","hard",8,"Obama",0.000870985302123027
"233","heart",8,"Obama",0.000870985302123027
"234","hearts",8,"Obama",0.000870985302123027
"235","history",8,"Obama",0.000870985302123027
"236","incredible",8,"Obama",0.000870985302123027
"237","job",8,"Obama",0.000870985302123027
"238","joshua",8,"Obama",0.000870985302123027
"239","made",8,"Obama",0.000870985302123027
"240","open",8,"Obama",0.000870985302123027
"241","outstanding",8,"Obama",0.000870985302123027
"242","politics",8,"Obama",0.000870985302123027
"243","poverty",8,"Obama",0.000870985302123027
"244","public",8,"Obama",0.000870985302123027
"245","reminded",8,"Obama",0.000870985302123027
"246","sense",8,"Obama",0.000870985302123027
"247","single",8,"Obama",0.000870985302123027
"248","though",8,"Obama",0.000870985302123027
"249","tradition",8,"Obama",0.000870985302123027
"250","try",8,"Obama",0.000870985302123027
"251","understand",8,"Obama",0.000870985302123027
"252","walk",8,"Obama",0.000870985302123027
"253","washington",8,"Obama",0.000870985302123027
"254","welcome",8,"Obama",0.000870985302123027
"255","abedini",7,"Obama",0.000762112139357648
"256","ago",7,"Obama",0.000762112139357648
"257","answered",7,"Obama",0.000762112139357648
"258","away",7,"Obama",0.000762112139357648
"259","bible",7,"Obama",0.000762112139357648
"260","bring",7,"Obama",0.000762112139357648
"261","brother",7,"Obama",0.000762112139357648
"262","brothers",7,"Obama",0.000762112139357648
"263","challenge",7,"Obama",0.000762112139357648
"264","change",7,"Obama",0.000762112139357648
"265","choose",7,"Obama",0.000762112139357648
"266","cochairs",7,"Obama",0.000762112139357648
"267","communities",7,"Obama",0.000762112139357648
"268","congress",7,"Obama",0.000762112139357648
"269","conscience",7,"Obama",0.000762112139357648
"270","driven",7,"Obama",0.000762112139357648
"271","especially",7,"Obama",0.000762112139357648
"272","eyes",7,"Obama",0.000762112139357648
"273","father",7,"Obama",0.000762112139357648
"274","feel",7,"Obama",0.000762112139357648
"275","folks",7,"Obama",0.000762112139357648
"276","forward",7,"Obama",0.000762112139357648
"277","fully",7,"Obama",0.000762112139357648
"278","grateful",7,"Obama",0.000762112139357648
"279","humanity",7,"Obama",0.000762112139357648
"280","leader",7,"Obama",0.000762112139357648
"281","live",7,"Obama",0.000762112139357648
"282","lot",7,"Obama",0.000762112139357648
"283","mark",7,"Obama",0.000762112139357648
"284","matter",7,"Obama",0.000762112139357648
"285","means",7,"Obama",0.000762112139357648
"286","neighbor",7,"Obama",0.000762112139357648
"287","neighborhood",7,"Obama",0.000762112139357648
"288","old",7,"Obama",0.000762112139357648
"289","opportunity",7,"Obama",0.000762112139357648
"290","past",7,"Obama",0.000762112139357648
"291","progress",7,"Obama",0.000762112139357648
"292","real",7,"Obama",0.000762112139357648
"293","reflect",7,"Obama",0.000762112139357648
"294","respect",7,"Obama",0.000762112139357648
"295","shared",7,"Obama",0.000762112139357648
"296","sisters",7,"Obama",0.000762112139357648
"297","truly",7,"Obama",0.000762112139357648
"298","truth",7,"Obama",0.000762112139357648
"299","violence",7,"Obama",0.000762112139357648
"300","word",7,"Obama",0.000762112139357648
"301","worship",7,"Obama",0.000762112139357648
"302","’ll",6,"Obama",0.00065323897659227
"303","act",6,"Obama",0.00065323897659227
"304","break",6,"Obama",0.00065323897659227
"305","chance",6,"Obama",0.00065323897659227
"306","chicago",6,"Obama",0.00065323897659227
"307","civil",6,"Obama",0.00065323897659227
"308","course",6,"Obama",0.00065323897659227
"309","darrell",6,"Obama",0.00065323897659227
"310","doubt",6,"Obama",0.00065323897659227
"311","gives",6,"Obama",0.00065323897659227
"312","giving",6,"Obama",0.00065323897659227
"313","guidance",6,"Obama",0.00065323897659227
"314","health",6,"Obama",0.00065323897659227
"315","helped",6,"Obama",0.00065323897659227
"316","helps",6,"Obama",0.00065323897659227
"317","holy",6,"Obama",0.00065323897659227
"318","house",6,"Obama",0.00065323897659227
"319","imagine",6,"Obama",0.00065323897659227
"320","important",6,"Obama",0.00065323897659227
"321","issues",6,"Obama",0.00065323897659227
"322","journey",6,"Obama",0.00065323897659227
"323","lead",6,"Obama",0.00065323897659227
"324","look",6,"Obama",0.00065323897659227
"325","looking",6,"Obama",0.00065323897659227
"326","lose",6,"Obama",0.00065323897659227
"327","loving",6,"Obama",0.00065323897659227
"328","minorities",6,"Obama",0.00065323897659227
"329","month",6,"Obama",0.00065323897659227
"330","muslims",6,"Obama",0.00065323897659227
"331","nations",6,"Obama",0.00065323897659227
"332","neighbors",6,"Obama",0.00065323897659227
"333","particularly",6,"Obama",0.00065323897659227
"334","partnerships",6,"Obama",0.00065323897659227
"335","political",6,"Obama",0.00065323897659227
"336","profess",6,"Obama",0.00065323897659227
"337","proud",6,"Obama",0.00065323897659227
"338","recently",6,"Obama",0.00065323897659227
"339","responsibility",6,"Obama",0.00065323897659227
"340","return",6,"Obama",0.00065323897659227
"341","role",6,"Obama",0.00065323897659227
"342","rule",6,"Obama",0.00065323897659227
"343","serve",6,"Obama",0.00065323897659227
"344","shall",6,"Obama",0.00065323897659227
"345","since",6,"Obama",0.00065323897659227
"346","speak",6,"Obama",0.00065323897659227
"347","suffering",6,"Obama",0.00065323897659227
"348","sure",6,"Obama",0.00065323897659227
"349","thanks",6,"Obama",0.00065323897659227
"350","throughout",6,"Obama",0.00065323897659227
"351","tragedy",6,"Obama",0.00065323897659227
"352","trying",6,"Obama",0.00065323897659227
"353","uphold",6,"Obama",0.00065323897659227
"354","wait",6,"Obama",0.00065323897659227
"355","weve",6,"Obama",0.00065323897659227
"356","wisdom",6,"Obama",0.00065323897659227
"357","yes",6,"Obama",0.00065323897659227
"358","abraham",5,"Obama",0.000544365813826892
"359","ahead",5,"Obama",0.000544365813826892
"360","asked",5,"Obama",0.000544365813826892
"361","brought",5,"Obama",0.000544365813826892
"362","cabinet",5,"Obama",0.000544365813826892
"363","central",5,"Obama",0.000544365813826892
"364","citizens",5,"Obama",0.000544365813826892
"365","close",5,"Obama",0.000544365813826892
"366","college",5,"Obama",0.000544365813826892
"367","comfort",5,"Obama",0.000544365813826892
"368","coming",5,"Obama",0.000544365813826892
"369","daily",5,"Obama",0.000544365813826892
"370","deal",5,"Obama",0.000544365813826892
"371","debates",5,"Obama",0.000544365813826892
"372","deeds",5,"Obama",0.000544365813826892
"373","despite",5,"Obama",0.000544365813826892
"374","didn’t",5,"Obama",0.000544365813826892
"375","disagree",5,"Obama",0.000544365813826892
"376","doesn’t",5,"Obama",0.000544365813826892
"377","else",5,"Obama",0.000544365813826892
"378","embrace",5,"Obama",0.000544365813826892
"379","end",5,"Obama",0.000544365813826892
"380","expressed",5,"Obama",0.000544365813826892
"381","facing",5,"Obama",0.000544365813826892
"382","feed",5,"Obama",0.000544365813826892
"383","fellow",5,"Obama",0.000544365813826892
"384","fellowship",5,"Obama",0.000544365813826892
"385","food",5,"Obama",0.000544365813826892
"386","gathering",5,"Obama",0.000544365813826892
"387","getting",5,"Obama",0.000544365813826892
"388","gods",5,"Obama",0.000544365813826892
"389","ground",5,"Obama",0.000544365813826892
"390","hands",5,"Obama",0.000544365813826892
"391","helping",5,"Obama",0.000544365813826892
"392","holiness",5,"Obama",0.000544365813826892
"393","honored",5,"Obama",0.000544365813826892
"394","humble",5,"Obama",0.000544365813826892
"395","islam",5,"Obama",0.000544365813826892
"396","keeper",5,"Obama",0.000544365813826892
"397","kind",5,"Obama",0.000544365813826892
"398","knees",5,"Obama",0.000544365813826892
"399","knowing",5,"Obama",0.000544365813826892
"400","leadership",5,"Obama",0.000544365813826892
"401","less",5,"Obama",0.000544365813826892
"402","lift",5,"Obama",0.000544365813826892
"403","light",5,"Obama",0.000544365813826892
"404","luther",5,"Obama",0.000544365813826892
"405","makes",5,"Obama",0.000544365813826892
"406","martin",5,"Obama",0.000544365813826892
"407","matters",5,"Obama",0.000544365813826892
"408","mine",5,"Obama",0.000544365813826892
"409","muslim",5,"Obama",0.000544365813826892
"410","new",5,"Obama",0.000544365813826892
"411","none",5,"Obama",0.000544365813826892
"412","party",5,"Obama",0.000544365813826892
"413","personal",5,"Obama",0.000544365813826892
"414","please",5,"Obama",0.000544365813826892
"415","policies",5,"Obama",0.000544365813826892
"416","poor",5,"Obama",0.000544365813826892
"417","possible",5,"Obama",0.000544365813826892
"418","promoting",5,"Obama",0.000544365813826892
"419","read",5,"Obama",0.000544365813826892
"420","remind",5,"Obama",0.000544365813826892
"421","requires",5,"Obama",0.000544365813826892
"422","room",5,"Obama",0.000544365813826892
"423","saying",5,"Obama",0.000544365813826892
"424","says",5,"Obama",0.000544365813826892
"425","second",5,"Obama",0.000544365813826892
"426","seems",5,"Obama",0.000544365813826892
"427","show",5,"Obama",0.000544365813826892
"428","simply",5,"Obama",0.000544365813826892
"429","sins",5,"Obama",0.000544365813826892
"430","slavery",5,"Obama",0.000544365813826892
"431","somehow",5,"Obama",0.000544365813826892
"432","start",5,"Obama",0.000544365813826892
"433","story",5,"Obama",0.000544365813826892
"434","thy",5,"Obama",0.000544365813826892
"435","tom",5,"Obama",0.000544365813826892
"436","took",5,"Obama",0.000544365813826892
"437","turned",5,"Obama",0.000544365813826892
"438","union",5,"Obama",0.000544365813826892
"439","unique",5,"Obama",0.000544365813826892
"440","upon",5,"Obama",0.000544365813826892
"441","wake",5,"Obama",0.000544365813826892
"442","yet",5,"Obama",0.000544365813826892
"443","“love",4,"Obama",0.000435492651061513
"444","acknowledge",4,"Obama",0.000435492651061513
"445","action",4,"Obama",0.000435492651061513
"446","actually",4,"Obama",0.000435492651061513
"447","african",4,"Obama",0.000435492651061513
"448","anyone",4,"Obama",0.000435492651061513
"449","aren’t",4,"Obama",0.000435492651061513
"450","behalf",4,"Obama",0.000435492651061513
"451","belief",4,"Obama",0.000435492651061513
"452","bibles",4,"Obama",0.000435492651061513
"453","biblical",4,"Obama",0.000435492651061513
"454","bit",4,"Obama",0.000435492651061513
"455","bringing",4,"Obama",0.000435492651061513
"456","broken",4,"Obama",0.000435492651061513
"457","brother’s",4,"Obama",0.000435492651061513
"458","business",4,"Obama",0.000435492651061513
"459","caring",4,"Obama",0.000435492651061513
"460","cause",4,"Obama",0.000435492651061513
"461","closer",4,"Obama",0.000435492651061513
"462","core",4,"Obama",0.000435492651061513
"463","david",4,"Obama",0.000435492651061513
"464","dear",4,"Obama",0.000435492651061513
"465","deep",4,"Obama",0.000435492651061513
"466","democracy",4,"Obama",0.000435492651061513
"467","dignitaries",4,"Obama",0.000435492651061513
"468","distinguished",4,"Obama",0.000435492651061513
"469","divide",4,"Obama",0.000435492651061513
"470","divisions",4,"Obama",0.000435492651061513
"471","economy",4,"Obama",0.000435492651061513
"472","effort",4,"Obama",0.000435492651061513
"473","enormous",4,"Obama",0.000435492651061513
"474","entire",4,"Obama",0.000435492651061513
"475","everyone",4,"Obama",0.000435492651061513
"476","example",4,"Obama",0.000435492651061513
"477","expression",4,"Obama",0.000435492651061513
"478","fatherhood",4,"Obama",0.000435492651061513
"479","finding",4,"Obama",0.000435492651061513
"480","force",4,"Obama",0.000435492651061513
"481","francis",4,"Obama",0.000435492651061513
"482","future",4,"Obama",0.000435492651061513
"483","golden",4,"Obama",0.000435492651061513
"484","governments",4,"Obama",0.000435492651061513
"485","graham",4,"Obama",0.000435492651061513
"486","greater",4,"Obama",0.000435492651061513
"487","guests",4,"Obama",0.000435492651061513
"488","harder",4,"Obama",0.000435492651061513
"489","hardship",4,"Obama",0.000435492651061513
"490","hate",4,"Obama",0.000435492651061513
"491","hatred",4,"Obama",0.000435492651061513
"492","heard",4,"Obama",0.000435492651061513
"493","highest",4,"Obama",0.000435492651061513
"494","hold",4,"Obama",0.000435492651061513
"495","honor",4,"Obama",0.000435492651061513
"496","hour",4,"Obama",0.000435492651061513
"497","hungry",4,"Obama",0.000435492651061513
"498","innocent",4,"Obama",0.000435492651061513
"499","inspiring",4,"Obama",0.000435492651061513
"500","instead",4,"Obama",0.000435492651061513
"501","jeff",4,"Obama",0.000435492651061513
"502","jews",4,"Obama",0.000435492651061513
"503","joined",4,"Obama",0.000435492651061513
"504","keeping",4,"Obama",0.000435492651061513
"505","kenneth",4,"Obama",0.000435492651061513
"506","kent",4,"Obama",0.000435492651061513
"507","law",4,"Obama",0.000435492651061513
"508","leave",4,"Obama",0.000435492651061513
"509","letter",4,"Obama",0.000435492651061513
"510","line",4,"Obama",0.000435492651061513
"511","listen",4,"Obama",0.000435492651061513
"512","mean",4,"Obama",0.000435492651061513
"513","mercy",4,"Obama",0.000435492651061513
"514","midst",4,"Obama",0.000435492651061513
"515","months",4,"Obama",0.000435492651061513
"516","named",4,"Obama",0.000435492651061513
"517","national",4,"Obama",0.000435492651061513
"518","next",4,"Obama",0.000435492651061513
"519","occasion",4,"Obama",0.000435492651061513
"520","occasions",4,"Obama",0.000435492651061513
"521","organizations",4,"Obama",0.000435492651061513
"522","organized",4,"Obama",0.000435492651061513
"523","oval",4,"Obama",0.000435492651061513
"524","perhaps",4,"Obama",0.000435492651061513
"525","persecuted",4,"Obama",0.000435492651061513
"526","places",4,"Obama",0.000435492651061513
"527","plans",4,"Obama",0.000435492651061513
"528","policy",4,"Obama",0.000435492651061513
"529","pope",4,"Obama",0.000435492651061513
"530","praise",4,"Obama",0.000435492651061513
"531","presidents",4,"Obama",0.000435492651061513
"532","principles",4,"Obama",0.000435492651061513
"533","privilege",4,"Obama",0.000435492651061513
"534","rabbi",4,"Obama",0.000435492651061513
"535","recognizing",4,"Obama",0.000435492651061513
"536","relief",4,"Obama",0.000435492651061513
"537","religions",4,"Obama",0.000435492651061513
"538","reminds",4,"Obama",0.000435492651061513
"539","rush",4,"Obama",0.000435492651061513
"540","saeed",4,"Obama",0.000435492651061513
"541","saw",4,"Obama",0.000435492651061513
"542","seem",4,"Obama",0.000435492651061513
"543","senate",4,"Obama",0.000435492651061513
"544","sergeant",4,"Obama",0.000435492651061513
"545","set",4,"Obama",0.000435492651061513
"546","sick",4,"Obama",0.000435492651061513
"547","society",4,"Obama",0.000435492651061513
"548","somebody",4,"Obama",0.000435492651061513
"549","speech",4,"Obama",0.000435492651061513
"550","spend",4,"Obama",0.000435492651061513
"551","standing",4,"Obama",0.000435492651061513
"552","started",4,"Obama",0.000435492651061513
"553","stories",4,"Obama",0.000435492651061513
"554","struggling",4,"Obama",0.000435492651061513
"555","taken",4,"Obama",0.000435492651061513
"556","taking",4,"Obama",0.000435492651061513
"557","teach",4,"Obama",0.000435492651061513
"558","teaches",4,"Obama",0.000435492651061513
"559","tell",4,"Obama",0.000435492651061513
"560","thinking",4,"Obama",0.000435492651061513
"561","towards",4,"Obama",0.000435492651061513
"562","trafficking",4,"Obama",0.000435492651061513
"563","treated",4,"Obama",0.000435492651061513
"564","understanding",4,"Obama",0.000435492651061513
"565","understood",4,"Obama",0.000435492651061513
"566","used",4,"Obama",0.000435492651061513
"567","vice",4,"Obama",0.000435492651061513
"568","voice",4,"Obama",0.000435492651061513
"569","vulnerable",4,"Obama",0.000435492651061513
"570","watch",4,"Obama",0.000435492651061513
"571","water",4,"Obama",0.000435492651061513
"572","weary",4,"Obama",0.000435492651061513
"573","week",4,"Obama",0.000435492651061513
"574","whatever",4,"Obama",0.000435492651061513
"575","white",4,"Obama",0.000435492651061513
"576","whole",4,"Obama",0.000435492651061513
"577","worked",4,"Obama",0.000435492651061513
"578","’d",3,"Obama",0.000326619488296135
"579","“put",3,"Obama",0.000326619488296135
"580","10",3,"Obama",0.000326619488296135
"581","able",3,"Obama",0.000326619488296135
"582","acts",3,"Obama",0.000326619488296135
"583","afraid",3,"Obama",0.000326619488296135
"584","aid",3,"Obama",0.000326619488296135
"585","allowed",3,"Obama",0.000326619488296135
"586","allowing",3,"Obama",0.000326619488296135
"587","almighty",3,"Obama",0.000326619488296135
"588","along",3,"Obama",0.000326619488296135
"589","although",3,"Obama",0.000326619488296135
"590","ancient",3,"Obama",0.000326619488296135
"591","arms",3,"Obama",0.000326619488296135
"592","aside",3,"Obama",0.000326619488296135
"593","assume",3,"Obama",0.000326619488296135
"594","attention",3,"Obama",0.000326619488296135
"595","awesome",3,"Obama",0.000326619488296135
"596","bae",3,"Obama",0.000326619488296135
"597","baptist",3,"Obama",0.000326619488296135
"598","basic",3,"Obama",0.000326619488296135
"599","beautiful",3,"Obama",0.000326619488296135
"600","biden",3,"Obama",0.000326619488296135
"601","binds",3,"Obama",0.000326619488296135
"602","blessings",3,"Obama",0.000326619488296135
"603","broke",3,"Obama",0.000326619488296135
"604","brossard",3,"Obama",0.000326619488296135
"605","build",3,"Obama",0.000326619488296135
"606","calls",3,"Obama",0.000326619488296135
"607","capacity",3,"Obama",0.000326619488296135
"608","case",3,"Obama",0.000326619488296135
"609","catholic",3,"Obama",0.000326619488296135
"610","caught",3,"Obama",0.000326619488296135
"611","certain",3,"Obama",0.000326619488296135
"612","challenging",3,"Obama",0.000326619488296135
"613","charity",3,"Obama",0.000326619488296135
"614","city",3,"Obama",0.000326619488296135
"615","clean",3,"Obama",0.000326619488296135
"616","clear",3,"Obama",0.000326619488296135
"617","coburn",3,"Obama",0.000326619488296135
"618","congregations",3,"Obama",0.000326619488296135
"619","constantly",3,"Obama",0.000326619488296135
"620","conviction",3,"Obama",0.000326619488296135
"621","corpsman",3,"Obama",0.000326619488296135
"622","darkness",3,"Obama",0.000326619488296135
"623","daughter",3,"Obama",0.000326619488296135
"624","daughters",3,"Obama",0.000326619488296135
"625","death",3,"Obama",0.000326619488296135
"626","debate",3,"Obama",0.000326619488296135
"627","deeply",3,"Obama",0.000326619488296135
"628","defend",3,"Obama",0.000326619488296135
"629","deserves",3,"Obama",0.000326619488296135
"630","destructive",3,"Obama",0.000326619488296135
"631","difference",3,"Obama",0.000326619488296135
"632","differences",3,"Obama",0.000326619488296135
"633","dont",3,"Obama",0.000326619488296135
"634","doubts",3,"Obama",0.000326619488296135
"635","dreams",3,"Obama",0.000326619488296135
